student_id,age,gender,gpa,family_income,target_track,target_strand,created_at,assessment_mathematics,assessment_science,assessment_communication,assessment_critical_thinking,assessment_problem_solving,assessment_creativity,assessment_leadership,assessment_technical_knowledge,assessment_research,assessment_analysis,assessment_writing,assessment_practical_skills,assessment_analytical_thinking,assessment_business_acumen,assessment_empathy,assessment_adaptability,assessment_flexibility,assessment_programming,assessment_logical_thinking,assessment_technical_skills,assessment_hands_on,assessment_craftsmanship,assessment_mechanical_aptitude,assessment_attention_to_detail,assessment_organization,assessment_care_giving,assessment_environmental_awareness,assessment_patience,assessment_physical_stamina,assessment_observation,interests,hobbies,work_preferences
STU_76484,16,Male,3.3,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-10-22 19:31:55.893785,52.4,93.2,75.9,51.1,77.2,29.7,62.1,48.8,61.3,30.5,59.6,85.5,60.8,48.4,59.7,59.0,92.9,78.7,70.0,82.2,62.9,68.4,71.3,89.3,51.1,49.7,32.2,69.9,46.7,73.4,"software,literature,psychology,computers,networking,interior_design","gardening,crafting,gaming,planning,animal_care,cultural_activities","exploratory,environmental,innovative,leadership,challenging,technical,detail_oriented,independent"
STU_54959,15,Female,3.52,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-15 19:31:55.893827,85.9,38.5,75.3,73.6,87.3,43.2,68.0,61.9,32.5,83.4,54.8,82.2,59.0,74.7,47.1,63.2,62.2,78.8,73.3,51.3,47.3,70.5,39.1,42.2,38.5,63.1,46.6,78.3,71.0,63.0,"flexibility,digital_media,software,sustainability,innovation,experimentation,web_development,analysis,economics,agriculture,computers,networking","learning_new_things,farming,computer_building,volunteering,gaming,decorating,woodworking,app_development","caring,exploratory,environmental,adaptable,innovative,physical,hands_on,diverse,challenging,technical,outdoor_work,detail_oriented,independent"
STU_78783,15,Female,3.18,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-07 19:31:55.893869,48.6,48.6,70.7,73.7,89.0,52.9,54.1,46.0,71.5,30.6,26.9,29.9,27.9,80.4,71.8,42.0,58.4,96.7,87.0,100.0,58.3,50.2,43.8,60.4,74.0,61.5,54.6,78.8,67.9,58.3,"flexibility,entrepreneurship,digital_media,engineering,software,literature,nutrition,social_issues,experimentation,web_development,politics,nature,exploration,networking","learning_new_things,fishing,cooking,tech_projects,computer_building,gaming,metalworking,coding,app_development,traveling,reading","caring,flexible,innovative,analytical,independent"
STU_91486,16,Other,3.28,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-28 19:31:55.893913,56.2,67.1,48.3,41.5,77.2,59.3,80.4,42.6,63.4,55.8,56.6,83.1,61.2,46.3,73.3,72.2,45.0,70.1,86.1,81.7,52.9,75.8,51.1,66.3,77.6,54.9,32.6,54.0,62.8,75.0,"digital_media,software,family_care,experimentation,web_development,mechanics,food_production","learning_new_things,exploring,tech_projects,various_activities,computer_building,volunteering,gaming,planning,decorating,coding,science_experiments","innovative,physical,diverse,meaningful_work,detail_oriented,independent,sustainable"
STU_54973,18,Other,3.72,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-29 19:31:55.893955,85.8,40.5,62.5,56.4,95.5,37.9,66.4,56.3,82.9,47.6,66.2,47.4,62.8,54.5,54.2,30.2,66.2,71.2,70.8,66.4,44.2,67.5,66.8,70.0,44.6,63.2,50.8,74.3,66.4,50.2,"variety,flexibility,digital_media,engineering,diverse_fields,manufacturing,experimentation,construction,computers,food_production,networking,interior_design","fishing,tech_projects,writing,gaming,outdoor_activities,coding,repair_work,app_development,traveling,baking,cultural_activities,reading","caring,innovative,analytical,hands_on,collaborative,creative,technical,independent"
STU_99610,15,Female,3.26,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-01-17 19:31:55.893997,67.6,39.2,34.9,39.8,98.5,44.8,88.1,44.0,42.4,73.2,73.9,68.3,70.1,48.0,72.5,63.6,54.5,82.9,92.6,85.9,27.6,73.4,72.2,54.3,61.8,61.7,30.3,54.0,54.6,57.6,"digital_media,diverse_fields,web_development,computers","tech_projects,computer_building,gaming,app_development","physical,practical,skill_based,hands_on,helping_others,technical,outdoor_work,detail_oriented,sustainable"
STU_40416,15,Female,3.22,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-02-28 19:31:55.894038,69.9,47.9,73.7,69.2,95.6,86.0,86.1,42.2,65.2,49.2,100.0,69.2,81.2,66.5,20.5,48.2,49.7,78.1,85.6,87.0,20.6,56.4,52.7,80.7,68.9,57.3,63.4,34.7,69.9,54.1,"digital_media,software,nutrition,web_development,exploration,computers,technology,research","various_activities,sewing,math_puzzles,robotics,gaming,planning,coding,app_development,traveling,baking","exploratory,adaptable,innovative,research_oriented,physical,practical,goal_oriented,challenging,technical,outdoor_work,detail_oriented,independent"
STU_14653,17,Male,2.99,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-07-29 19:31:55.894081,79.7,64.1,50.0,50.9,85.7,64.3,60.4,41.9,44.2,48.8,57.1,59.4,57.6,58.3,88.2,72.7,77.8,86.6,82.7,86.1,63.4,72.1,45.4,70.9,62.5,32.9,61.3,40.4,52.0,57.6,"web_development,agriculture,computers,technology,finance,networking,research","gardening,exploring,fishing,cooking,various_activities,computer_building,robotics,investing,gaming,networking,app_development,baking","flexible,innovative,practical,technical,detail_oriented"
STU_53164,15,Other,3.47,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-08 19:31:55.894123,59.2,61.0,71.3,53.2,84.7,58.6,53.7,34.9,58.3,71.2,46.0,56.7,58.9,76.5,60.5,64.3,59.9,77.1,70.7,79.1,65.9,61.8,82.2,74.2,78.6,29.5,83.7,64.0,66.1,73.4,"flexibility,software,literature,family_care,experimentation,web_development,agriculture,exploration,computers,networking","computer_building,volunteering,writing,decorating,coding,app_development","environmental,flexible,innovative,analytical,collaborative,leadership,goal_oriented,challenging,technical,outdoor_work,detail_oriented,independent"
STU_10665,15,Male,3.23,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-19 19:31:55.894166,43.9,81.7,48.5,45.2,79.7,54.2,60.1,58.5,80.2,66.9,47.1,49.2,54.2,54.2,52.3,43.5,64.4,77.4,72.5,86.9,72.7,56.3,86.7,93.2,67.5,53.0,64.0,41.6,46.9,34.8,"flexibility,digital_media,business,building,experimentation,web_development,analysis,fashion,computers,technology,networking","tech_projects,computer_building,math_puzzles,coding,traveling","caring,innovative,practical,hands_on,helping_others,outdoor_work,detail_oriented,independent,service_oriented"
STU_71496,17,Female,3.04,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-18 19:31:55.894208,41.5,69.4,48.8,64.1,89.5,77.6,54.7,64.7,65.1,79.1,71.8,79.6,35.0,50.0,75.5,68.7,58.1,77.3,89.9,62.2,71.9,61.4,52.7,67.5,54.2,60.4,59.3,71.2,62.4,31.4,"engineering,software,business,manufacturing,analysis,computers,food_production,finance,networking,history","learning_new_things,various_activities,sewing,computer_building,math_puzzles,robotics,writing,outdoor_activities,app_development","adaptable,research_oriented,skill_based,creative,technical,detail_oriented,independent"
STU_50179,16,Other,3.38,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-01-05 19:31:55.894252,43.7,66.8,68.4,85.1,71.9,79.6,30.9,60.3,63.7,63.6,55.4,61.8,41.5,73.0,63.7,65.4,55.8,78.7,87.2,97.9,39.1,38.3,64.0,55.0,61.9,59.6,69.3,55.7,41.9,48.2,"flexibility,literature,cooking,manufacturing,web_development,politics,construction,networking,interior_design","learning_new_things,farming,tech_projects,computer_building,planning,coding,app_development,traveling,baking","exploratory,environmental,research_oriented,skill_based,creative,technical,detail_oriented,independent"
STU_87281,16,Female,3.72,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-10 19:31:55.894296,41.2,59.4,60.9,54.6,84.1,35.8,45.7,42.9,73.2,94.6,46.8,56.5,49.6,63.3,50.9,64.2,70.0,69.8,84.7,64.1,56.2,55.1,56.6,55.3,52.6,56.0,63.6,64.0,61.7,51.4,"flexibility,entrepreneurship,digital_media,software,computers,networking,interior_design","gardening,farming,tech_projects,math_puzzles,volunteering,crafting,gaming,coding,repair_work,traveling,animal_care,cultural_activities","environmental,innovative,competitive,physical,skill_based,hands_on,collaborative,diverse,physical_work,challenging,detail_oriented,independent,service_oriented"
STU_51004,15,Male,3.55,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-22 19:31:55.894338,82.9,40.7,62.5,53.0,91.3,59.8,60.8,67.4,55.5,85.2,67.6,74.0,56.7,58.2,72.2,70.7,41.3,83.3,86.7,80.7,65.7,58.7,26.3,40.3,74.6,56.3,62.8,59.9,47.6,53.0,"entrepreneurship,software,management,computers,networking","cooking,tech_projects,building,volunteering,investing,gaming,woodworking,coding,app_development,traveling","caring,exploratory,flexible,innovative,goal_oriented,meaningful_work,technical,detail_oriented,independent,service_oriented,sustainable"
STU_52998,15,Other,3.72,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-02-23 19:31:55.894399,66.5,92.8,52.8,85.1,73.4,67.3,62.7,58.1,59.9,50.7,73.6,47.4,64.8,71.3,80.8,74.6,68.6,75.6,74.1,70.6,41.5,60.0,49.1,78.0,51.3,61.4,56.0,38.9,76.3,70.4,"flexibility,digital_media,software,management,diverse_fields,web_development,food_production,networking","cooking,computer_building,math_puzzles,coding,networking,animal_care","innovative,analytical,collaborative,technical,independent"
STU_12487,18,Female,3.69,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-23 19:31:55.894442,68.9,48.6,48.9,66.8,97.4,65.8,74.7,52.1,76.5,53.7,63.6,54.5,73.3,73.5,37.8,79.9,95.6,78.4,80.7,94.4,61.0,59.9,88.5,39.7,48.2,66.3,35.7,54.4,54.3,74.4,"digital_media,sustainability,innovation,family_care,web_development,construction,nature,food_production,networking,interior_design","cooking,tech_projects,various_activities,sewing,computer_building,math_puzzles,crafting,gaming,coding,networking,app_development,cultural_activities","flexible,innovative,hands_on,diverse,challenging,technical,detail_oriented,independent"
STU_32499,17,Female,3.48,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-03 19:31:55.894487,34.8,49.6,49.6,56.8,71.0,66.8,49.6,68.8,60.0,45.4,80.8,81.3,64.4,56.4,44.2,76.1,72.3,73.9,75.1,86.6,42.4,50.6,44.4,44.9,49.2,73.6,33.7,66.5,63.9,74.5,"digital_media,cooking,web_development,nature,computers,networking,research","cooking,tech_projects,computer_building,math_puzzles,volunteering,investing,gaming,reading_business,planning,decorating,app_development,debating","environmental,adaptable,physical,practical,diverse,helping_others,technical,independent,service_oriented"
STU_49599,17,Male,3.39,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-21 19:31:55.894529,54.3,47.8,74.9,67.5,77.1,73.6,53.3,60.0,50.9,68.0,45.1,55.5,50.2,64.0,65.8,43.4,66.1,67.2,100.0,76.9,75.7,63.0,63.6,42.5,72.7,60.7,67.1,58.6,62.0,46.7,"digital_media,software,management,social_issues,web_development,computers,history","farming,tech_projects,building,computer_building,math_puzzles,baking,debating","flexible,innovative,analytical,helping_others,physical_work,outdoor_work,detail_oriented,independent,sustainable"
STU_63467,17,Female,3.45,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-22 19:31:55.894572,53.7,49.4,62.0,65.5,84.5,58.5,66.2,63.6,61.5,62.5,77.7,41.9,55.2,65.1,36.3,80.7,63.8,91.6,93.2,86.1,26.5,62.2,63.2,43.7,33.2,66.9,41.3,90.9,63.9,80.3,"flexibility,digital_media,software,innovation,nutrition,family_care,diverse_fields,web_development,computers,networking","learning_new_things,fishing,tech_projects,computer_building,investing,crafting,gaming,reading_business,planning,coding,app_development,debating,cultural_activities","caring,innovative,helping_others,creative,challenging,technical,outdoor_work,detail_oriented,independent,sustainable"
STU_11401,15,Female,3.58,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-04-07 19:31:55.894615,71.3,60.8,75.1,29.4,90.9,70.0,57.7,53.9,55.5,64.2,78.2,52.0,34.5,97.3,70.1,54.1,77.8,91.3,86.9,77.2,70.0,76.3,34.2,63.4,64.5,64.0,60.7,77.8,56.8,60.0,"software,business,literature,management,web_development,economics,exploration,computers,networking,interior_design","gardening,exploring,tech_projects,computer_building,coding,animal_care","research_oriented,physical,skill_based,hands_on,meaningful_work,challenging,technical,outdoor_work,detail_oriented"
STU_34928,16,Male,3.1,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-12 19:31:55.894658,57.3,39.2,63.2,63.4,78.3,58.0,12.3,78.1,73.5,39.9,49.9,81.7,42.7,67.2,52.6,66.2,60.8,79.2,85.9,77.1,33.2,46.1,44.3,35.9,65.5,57.4,65.3,67.8,71.3,66.1,"software,business,innovation,management,web_development,construction,agriculture,technology,networking,research","learning_new_things,exploring,tech_projects,investing,gaming,outdoor_activities,decorating,metalworking,networking,app_development,animal_care,cultural_activities","innovative,practical,creative,meaningful_work,technical,detail_oriented,sustainable"
STU_20387,17,Male,3.67,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-10 19:31:55.894700,68.7,63.3,92.9,60.1,85.8,58.6,60.7,59.7,53.5,62.7,69.3,53.7,72.5,70.7,46.8,45.5,66.7,76.1,71.5,99.2,45.5,37.1,48.2,63.5,61.1,88.3,48.5,63.5,76.9,50.1,"digital_media,software,sustainability,psychology,experimentation,web_development,computers,networking","fishing,tech_projects,computer_building,gaming,coding,app_development,cultural_activities","caring,flexible,innovative,hands_on,diverse,helping_others,challenging,technical,outdoor_work,detail_oriented"
STU_47369,18,Other,3.49,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-14 19:31:55.894742,32.5,86.4,74.9,49.8,90.3,79.7,40.7,51.0,80.2,61.0,66.5,61.1,73.4,67.7,61.6,28.5,69.6,89.3,69.6,70.3,67.8,62.9,30.4,47.7,64.7,70.2,51.2,57.8,46.8,79.9,"variety,digital_media,software,business,sustainability,nutrition,environment,family_care,web_development,construction,computers,finance,networking","exploring,fishing,computer_building,gaming,woodworking,networking,app_development","exploratory,flexible,physical,practical,creative,goal_oriented,challenging,detail_oriented,independent"
STU_21503,18,Other,3.79,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-08 19:31:55.894796,50.0,42.7,41.0,87.2,80.3,54.0,56.8,50.5,58.4,60.5,60.2,41.1,73.4,51.7,50.1,49.4,44.2,84.7,90.9,74.8,32.4,44.6,53.3,41.5,51.0,51.7,59.8,38.2,68.7,84.9,"digital_media,software,nutrition,building,management,exploration,computers,history","cooking,tech_projects,computer_building,gaming,reading_business,coding,repair_work,networking,app_development","caring,meaningful_work,technical,detail_oriented,independent,sustainable"
STU_53146,17,Other,3.69,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-04-14 19:31:55.894840,51.2,70.0,68.3,59.3,83.8,70.2,73.3,47.8,71.2,85.0,73.2,83.0,21.2,68.9,64.0,75.4,43.1,76.9,91.0,71.4,63.6,59.7,57.1,68.6,43.3,48.3,57.9,42.0,78.5,48.0,"digital_media,software,management,social_issues,web_development,fashion,mechanics,computers,food_production","fishing,sewing,computer_building,math_puzzles,robotics,writing,coding","flexible,analytical,skill_based,diverse,helping_others,goal_oriented,technical,outdoor_work,detail_oriented"
STU_38815,16,Female,3.22,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-18 19:31:55.894882,46.9,70.6,35.9,81.1,93.4,51.7,47.6,66.9,37.1,60.5,47.9,56.2,50.3,48.0,85.6,71.7,37.8,73.2,90.6,91.7,39.2,70.5,64.0,30.9,54.0,58.0,60.7,40.2,48.6,50.7,"entrepreneurship,business,social_issues,web_development,networking,history","exploring,tech_projects,various_activities,robotics,gaming,outdoor_activities,reading_business,coding,app_development","environmental,innovative,challenging,technical,detail_oriented,independent,sustainable"
STU_61992,15,Female,3.71,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-10-16 19:31:55.894924,52.2,58.0,64.6,86.6,90.7,79.8,52.8,44.9,72.0,59.8,71.0,46.8,69.7,57.4,53.1,54.5,67.4,89.7,78.3,85.4,65.1,71.1,74.8,87.2,53.0,81.9,61.8,43.6,50.2,67.0,"variety,flexibility,management,psychology,web_development,analysis,mechanics,computers,technology,networking","building,various_activities,planning,metalworking,app_development,baking","exploratory,innovative,competitive,hands_on,leadership,technical,outdoor_work,detail_oriented,service_oriented"
STU_94516,15,Female,3.41,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-04 19:31:55.894981,44.8,48.5,52.0,47.0,63.2,26.7,54.3,63.8,69.8,39.6,39.8,52.1,60.1,75.1,70.8,54.5,65.4,73.6,82.7,81.4,81.1,67.4,48.4,48.6,55.0,36.5,56.5,57.8,67.0,69.2,"entrepreneurship,digital_media,software,nutrition,family_care,learning,web_development,computers,research","gardening,farming,fishing,tech_projects,computer_building,robotics,gaming,coding,repair_work,baking,science_experiments","adaptable,physical,practical,collaborative,diverse,leadership,technical,sustainable"
STU_61811,17,Other,3.34,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-08 19:31:55.895025,35.6,41.7,50.9,69.8,88.2,56.3,95.4,83.4,78.6,70.5,66.9,65.8,32.9,44.2,56.7,61.9,58.1,84.7,61.0,87.1,60.9,57.2,73.9,44.3,56.4,64.3,47.2,29.9,42.7,59.0,"digital_media,software,family_care,manufacturing,computers,networking,history","tech_projects,sewing,computer_building,math_puzzles,writing,gaming,animal_care,debating","innovative,competitive,collaborative,technical,outdoor_work,independent"
STU_34900,18,Male,3.27,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-17 19:31:55.895084,59.7,50.1,40.3,62.1,80.3,69.6,48.8,29.7,20.9,54.0,61.9,56.5,51.5,36.1,31.7,65.5,56.6,78.4,66.6,72.3,60.7,64.3,57.5,80.7,51.4,79.3,63.3,61.6,74.0,50.6,"variety,digital_media,software,business,cooking,management,diverse_fields,networking,interior_design","cooking,tech_projects,building,math_puzzles,gaming,reading_business,coding,repair_work,networking,app_development,reading","adaptable,innovative,research_oriented,competitive,practical,analytical,skill_based,hands_on,leadership,technical,detail_oriented,independent,sustainable"
STU_13093,15,Other,3.68,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-05-21 19:31:55.895137,41.6,74.0,65.0,76.5,84.0,76.5,48.8,74.8,54.0,60.0,70.9,94.9,72.3,73.7,51.8,62.4,58.6,96.1,80.5,95.3,40.5,81.0,47.1,72.8,47.0,69.3,45.6,75.5,72.7,51.0,"variety,flexibility,digital_media,software,environment,psychology,experimentation,fashion,construction,technology,networking","computer_building,gaming","caring,innovative,research_oriented,physical,practical,collaborative,meaningful_work,technical,detail_oriented,independent,sustainable"
STU_13539,15,Female,3.87,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-09-13 19:31:55.895180,74.2,46.2,44.5,43.9,69.9,43.9,73.9,68.4,34.6,52.3,42.6,72.9,53.3,36.8,62.6,69.1,45.7,79.4,73.0,94.4,53.5,49.2,59.2,56.9,70.3,78.2,78.4,54.3,64.6,82.3,"digital_media,engineering,building,environment,web_development,fashion,computers,networking","tech_projects,building,computer_building,robotics,outdoor_activities,reading_business,coding,app_development,traveling,cultural_activities","innovative,diverse,helping_others,physical_work,meaningful_work,challenging,technical,outdoor_work,independent,sustainable"
STU_27657,18,Female,3.3,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-10-13 19:31:55.895229,46.9,68.9,66.3,73.9,94.4,44.4,49.6,73.6,62.2,26.6,35.0,69.9,72.6,39.8,76.5,57.0,44.7,76.4,69.8,75.8,32.0,58.9,68.8,39.8,60.3,47.9,70.0,25.3,70.7,32.7,"variety,digital_media,software,computers,networking","exploring,tech_projects,computer_building,math_puzzles,gaming,outdoor_activities,decorating,metalworking,animal_care","adaptable,innovative,competitive,physical,practical,analytical,skill_based,physical_work,leadership,creative,technical,detail_oriented,independent,service_oriented"
STU_71844,16,Other,2.84,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-02-22 19:31:55.895273,49.4,54.6,37.1,84.9,69.1,41.9,86.9,64.8,41.2,58.1,56.5,34.7,48.6,59.6,79.0,57.2,58.3,73.8,93.0,91.0,71.8,61.7,36.0,76.3,60.9,55.4,66.7,63.4,44.0,55.2,"digital_media,business,psychology,family_care,diverse_fields,web_development,nature,computers,networking,interior_design","gardening,tech_projects,computer_building,investing,crafting,outdoor_activities,decorating,app_development,debating,cultural_activities","exploratory,adaptable,innovative,competitive,skill_based,collaborative,detail_oriented,independent"
STU_30867,18,Female,3.07,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-29 19:31:55.895315,61.3,80.0,33.1,61.9,88.7,72.2,48.8,43.5,51.2,77.9,34.4,41.8,53.1,45.4,59.4,81.2,41.9,80.5,81.9,78.7,36.3,50.4,50.5,69.5,66.3,36.7,54.2,52.5,89.3,64.4,"digital_media,software,literature,psychology,experimentation,web_development,fashion,construction,agriculture,computers,networking","cooking,tech_projects,sewing,computer_building,writing,gaming,repair_work,app_development","flexible,analytical,creative,challenging,detail_oriented,independent,service_oriented"
STU_75840,16,Other,3.44,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-01 19:31:55.895356,48.3,54.3,65.4,67.3,84.0,56.9,58.0,58.1,33.3,59.1,51.3,35.2,96.3,64.7,60.2,54.4,71.0,70.4,78.9,72.5,70.8,47.6,76.5,58.5,71.6,66.0,75.9,46.0,73.6,32.1,"digital_media,software,sustainability,innovation,building,environment,social_issues,web_development,computers,networking","fishing,computer_building,investing,writing,metalworking,woodworking,coding,app_development,baking,animal_care","caring,environmental,research_oriented,physical,hands_on,collaborative,technical,detail_oriented,independent"
STU_47281,15,Other,3.53,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-01-17 19:31:55.895399,51.8,38.9,46.6,50.4,80.0,52.1,61.2,47.5,52.8,55.7,62.7,72.7,72.8,63.6,66.5,64.7,55.3,91.0,72.9,61.5,44.4,81.0,55.6,64.1,55.9,68.4,61.1,59.0,69.2,53.0,"digital_media,software,family_care,manufacturing,web_development,computers,technology,finance,networking","farming,cooking,tech_projects,computer_building,volunteering,outdoor_activities,coding,app_development","caring,environmental,flexible,innovative,leadership,creative,challenging,technical,outdoor_work,detail_oriented,independent"
STU_41428,15,Female,3.15,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-11 19:31:55.895440,57.4,58.4,47.7,56.8,76.6,76.9,34.7,73.3,33.8,68.1,47.4,68.5,58.2,38.5,80.4,71.6,67.5,75.6,90.1,69.2,26.6,36.6,46.2,48.7,53.5,54.1,50.3,28.3,62.9,56.0,"digital_media,business,web_development,mechanics,construction,computers,food_production,networking,history","gardening,exploring,farming,fishing,sewing,computer_building,crafting,gaming,outdoor_activities,planning,metalworking,woodworking,networking,app_development,cultural_activities","exploratory,environmental,flexible,innovative,hands_on,leadership,creative,meaningful_work,technical,detail_oriented,independent,sustainable"
STU_73208,16,Male,3.33,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-21 19:31:55.895482,81.0,56.4,60.9,71.9,67.1,59.7,71.9,58.6,40.4,52.8,62.8,28.4,39.7,89.6,67.3,82.3,73.0,85.9,78.9,85.8,81.7,72.4,62.5,57.4,67.5,52.0,67.5,49.5,54.7,44.6,"variety,engineering,management,web_development,fashion,mechanics,construction,computers,food_production,technology,networking,research","farming,tech_projects,computer_building,decorating,woodworking,repair_work,networking,app_development,baking","caring,exploratory,innovative,research_oriented,technical,independent,service_oriented"
STU_60865,17,Male,3.37,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-11-18 19:31:55.895526,49.7,85.4,46.6,65.8,72.5,60.7,64.3,32.2,39.0,45.7,40.5,61.3,63.6,44.1,61.9,53.6,58.5,75.7,86.9,98.3,71.6,80.9,39.0,49.9,68.5,82.6,69.8,44.6,53.5,65.0,"entrepreneurship,digital_media,software,management,web_development,agriculture,computers,food_production,interior_design","learning_new_things,fishing,tech_projects,computer_building,crafting,gaming,outdoor_activities,metalworking,baking,animal_care","environmental,adaptable,innovative,research_oriented,competitive,diverse,physical_work,leadership,goal_oriented,technical,outdoor_work,detail_oriented,independent"
STU_89272,16,Male,3.66,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-07-08 19:31:55.895568,48.0,55.6,59.8,43.7,91.8,53.4,58.9,75.5,58.1,74.7,44.6,66.5,72.6,47.6,57.3,57.6,63.1,86.7,72.9,81.4,83.9,75.8,71.9,57.1,91.9,75.4,60.6,63.3,53.1,65.9,"digital_media,software,web_development,computers","learning_new_things,exploring,sewing,computer_building,crafting,repair_work,app_development,cultural_activities","exploratory,adaptable,innovative,competitive,physical,practical,hands_on,technical,independent,service_oriented"
STU_88934,18,Male,3.38,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-03-25 19:31:55.895616,70.5,57.3,37.9,63.6,89.1,45.3,58.6,80.1,41.9,55.7,82.3,62.4,52.1,59.9,72.4,56.9,69.0,84.3,85.2,88.6,55.6,45.8,67.1,58.0,53.3,67.9,79.2,57.7,60.1,42.3,"digital_media,software,innovation,web_development,nature,computers,networking","exploring,cooking,tech_projects,various_activities,sewing,computer_building,math_puzzles,volunteering,crafting,writing,gaming,outdoor_activities,metalworking,coding,networking","caring,innovative,practical,analytical,collaborative,leadership,technical,outdoor_work,independent"
STU_22358,16,Female,3.13,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-12 19:31:55.895660,63.3,59.7,54.6,70.9,82.6,98.8,63.1,18.8,43.3,68.0,50.4,51.3,41.4,52.8,62.9,65.8,44.7,90.1,70.1,86.4,65.1,46.0,44.2,65.7,51.6,57.1,70.3,67.2,46.3,59.2,"digital_media,software,business,family_care,fashion,politics,computers,networking,research","fishing,tech_projects,crafting,gaming,metalworking,coding,cultural_activities","innovative,helping_others,leadership,technical,independent,service_oriented,sustainable"
STU_96830,18,Female,3.62,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-25 19:31:55.895702,73.0,83.0,47.3,59.5,91.2,60.4,68.4,60.8,44.1,61.8,76.9,64.7,84.4,33.4,65.7,50.3,46.9,95.3,79.4,78.5,65.2,27.7,80.3,88.6,73.7,66.2,56.8,43.9,77.9,73.7,"variety,digital_media,software,nutrition,cooking,diverse_fields,analysis,mechanics,exploration,computers,networking","exploring,cooking,tech_projects,sewing,computer_building,math_puzzles,robotics,gaming,coding,app_development","innovative,competitive,analytical,collaborative,creative,challenging,technical,detail_oriented,independent"
STU_33839,18,Female,3.36,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-04-08 19:31:55.895745,65.0,64.5,52.1,97.5,79.1,53.6,76.8,59.6,59.7,81.2,70.2,70.9,38.7,66.0,44.9,53.2,62.6,81.6,88.5,89.7,72.7,39.8,95.4,59.6,78.2,22.3,56.0,38.1,47.1,60.8,"digital_media,software,psychology,experimentation,web_development,construction,computers,technology,networking","cooking,tech_projects,sewing,computer_building,volunteering,writing,gaming,planning,metalworking,networking,app_development,traveling,cultural_activities","caring,exploratory,adaptable,innovative,competitive,analytical,physical_work,leadership,goal_oriented,challenging,technical,detail_oriented,independent,service_oriented"
